Facility Type,School Type,School District,School Name,Address,6-12 Grade Enrollment,Total Enrollment,Average Up to Date Rate,Average Exemption Rate,Average In Process Rate,Average Incomplete Record Rate,Average No Record Rate,HepB: Up to Date Rate,HepB: Medical Exemptions Rate,HepB: Religious Exemptions Rate,HepB: Personal Exemptions Rate,HepB: In Process Rate,HepB: McKinny-Vento Exemptions Rate,HepB: Incomplete Record Rate,HepB: No Record Rate,Dtap: Up to Date Rate,Dtap: Medical Exemptions Rate,Dtap: Religious Exemptions Rate,Dtap: Personal Exemptions Rate,Dtap: In Process Rate,Dtap: McKinny-Vento Exemptions Rate,Dtap: Incomplete Record Rate,Dtap: No Record Rate,Polio: Up to Date Rate,Polio: Medical Exemptions Rate,Polio: Religious Exemptions Rate,Polio: Personal Exemptions Rate,Polio: In Process Rate,Polio: McKinny-Vento Exemptions Rate,Polio: Incomplete Record Rate,Polio: No Record Rate,MMR: Up to Date Rate,MMR: Medical Exemptions Rate,MMR: Religious Exemptions Rate,MMR: Personal Exemptions Rate,MMR: In Process Rate,MMR: McKinny-Vento Exemptions Rate,MMR: Incomplete Record Rate,MMR: No Record Rate,Varicella: Up to Date Rate,Varicella: Medical Exemptions Rate,Varicella: Religious Exemptions Rate,Varicella: Personal Exemptions Rate,Varicella: In Process Rate,Varicella: McKinny-Vento Exemptions Rate,Varicella: Incomplete Record Rate,Varicella: No Record Rate,Tdap: Up to Date,Tdap: Medical Exemptions,Tdap: Religious Exemptions,Tdap: Personal Exemptions,Tdap: In Process,Tdap: McKinny-Vento Exemptions,Tdap: Incomplete Record,Tdap: No Record,Street Address,Zipcode,ADDRESS,CHARTER,CITY,DISTRICT_NAME,DISTRICT_NUMBER,DISTRICT_SETTING,HIGHEST_GRADE,LOWEST_GRADE,PHONE,SCHOOL_CODE,SCHOOL_NAME,STATE,ZIPCODE
PUBLIC,Middle,ST VRAIN VALLEY RE 1J,ALTONA MIDDLE SCHOOL,"4600 CLOVER BASIN DRIVE LONGMONT, CO 80503",807.0,807.0,0.9048,0.0105,0.0,0.0814,0.0,0.917,0.0025,0.0,0.0062,0.0,0.0,0.0743,0.0,0.9455,0.0037,0.0,0.0062,0.0,0.0,0.0446,0.0,0.9306,0.005,0.0,0.0062,0.0,0.0,0.057,0.0,0.9269,0.0037,0.0,0.0062,0.0,0.0,0.062,0.0,0.8885,0.0062,0.0,0.0087,0.0,0.0,0.0793,0.0,0.8203,0.0012,0.0,0.0074,0.0,0.0,0.171,0.0,4600 CLOVER BASIN DRIVE LONGMONT,80503,4600 CLOVER BASIN DRIVE,False,LONGMONT,ST VRAIN VALLEY RE 1J,0470,Denver Metro,8th Grade,6th Grade,7204943980,0226,ALTONA MIDDLE SCHOOL,CO,80503
PUBLIC,Elementary,ADAMS-ARAPAHOE 28J,ALTURA ELEMENTARY SCHOOL,"1650 ALTURA BLVD AURORA, CO 80011",0.0,300.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1650 ALTURA BLVD AURORA,80011,1650 ALTURA BLVD,False,AURORA,ADAMS-ARAPAHOE 28J,0180,Denver Metro,5th Grade,Preschool,3033403500,0214,ALTURA ELEMENTARY SCHOOL,CO,80011
PUBLIC,Elem/Middle,DOUGLAS COUNTY RE 1,AMERICAN ACADEMY,"6971 MIRA VISTA LANE CASTLE PINES, CO 80108",489.0,1764.0,0.9682,0.0223,0.0003,0.0091,0.0,0.9592,0.0011,0.0057,0.0198,0.0011,0.0,0.013,0.0,0.9773,0.0,0.0068,0.0113,0.0,0.0,0.0045,0.0,0.9666,0.0011,0.0062,0.0164,0.0006,0.0,0.0091,0.0,0.97,0.0006,0.0051,0.0153,0.0,0.0,0.0091,0.0,0.9649,0.0006,0.0057,0.0187,0.0,0.0,0.0102,0.0,0.9796,0.0,0.0,0.0123,0.0,0.0,0.0082,0.0,6971 MIRA VISTA LANE CASTLE PINES,80108,6971 MIRA VISTA LANE,True,CASTLE PINES,DOUGLAS COUNTY RE 1,0900,Denver Metro,8th Grade,Preschool,7202925200,0215,AMERICAN ACADEMY,CO,80108
PUBLIC,Middle,BOULDER VALLEY RE 2,ANGEVINE MIDDLE SCHOOL,"1150 W  SOUTH BOULDER ROAD LAFAYETTE, CO 80026",716.0,716.0,0.8168,0.0263,0.0002,0.128,0.0068,0.838,0.0014,0.0014,0.0182,0.0,0.0196,0.1047,0.0,0.9162,0.0014,0.0014,0.0251,0.0014,0.0196,0.0349,0.0,0.905,0.0014,0.0014,0.0279,0.0,0.0196,0.0433,0.0,0.8966,0.0,0.0014,0.0293,0.0,0.0196,0.0545,0.0,0.8659,0.0014,0.0014,0.0321,0.0,0.0196,0.081,0.0,0.4791,0.0,0.0,0.0126,0.0,0.0196,0.4497,0.0405,1150 W  SOUTH BOULDER ROAD LAFAYETTE,80026,1150 W  SOUTH BOULDER ROAD,False,LAFAYETTE,BOULDER VALLEY RE 2,0480,Denver Metro,8th Grade,6th Grade,7205617100,4878,ANGEVINE MIDDLE SCHOOL,CO,80026
PUBLIC,High,CHARTER SCHOOL INSTITUTE,ANIMAS HIGH SCHOOL,"3206 MAIN AVENUE DURANGO, CO 81320",272.0,272.0,0.8315,0.1415,0.0025,0.0172,0.0074,0.8382,0.0,0.011,0.1324,0.0,0.0,0.011,0.0074,0.8419,0.0,0.0074,0.136,0.0,0.0,0.0074,0.0074,0.8493,0.0,0.0074,0.125,0.0074,0.0,0.0037,0.0074,0.8456,0.0,0.0074,0.125,0.0037,0.0,0.011,0.0074,0.7978,0.0,0.0074,0.1507,0.0037,0.0,0.0331,0.0074,0.8162,0.0,0.011,0.1287,0.0,0.0,0.0368,0.0074,3206 MAIN AVENUE DURANGO,81320,271 TWIN BUTTES AVE,True,DURANGO,CHARTER SCHOOL INSTITUTE,8001,Urban-Suburban,12th Grade,9th Grade,9702472474,0075,ANIMAS HIGH SCHOOL,CO,81301
PUBLIC,Elementary,DURANGO 9-R,ANIMAS VALLEY ELEMENTARY SCHOOL,"373 HERMOSA MEADOWS ROAD DURANGO, CO 81301",0.0,260.0,0.8285,0.0869,0.0069,0.0469,0.0231,0.8192,0.0,0.0,0.0923,0.0192,0.0077,0.0385,0.0231,0.8423,0.0,0.0,0.0769,0.0115,0.0077,0.0385,0.0231,0.8231,0.0,0.0,0.0923,0.0,0.0077,0.0538,0.0231,0.8423,0.0,0.0,0.0769,0.0038,0.0077,0.0462,0.0231,0.8154,0.0,0.0,0.0962,0.0,0.0077,0.0577,0.0231,,,,,,,,,373 HERMOSA MEADOWS ROAD DURANGO,81301,373 HERMOSA MEADOWS ROAD,False,DURANGO,DURANGO 9-R,1520,Outlying City,5th Grade,Preschool,9702470124,0225,ANIMAS VALLEY ELEMENTARY SCHOOL,CO,81301
PUBLIC,Elementary,CHERRY CREEK 5,ANTELOPE RIDGE ELEMENTARY SCHOOL,"5455 SOUTH TEMPE STREET AURORA, CO 80015",0.0,639.0,0.9831,0.0169,0.0016,0.0,0.0,0.9828,0.0,0.0,0.0172,0.0016,0.0,0.0,0.0,0.9828,0.0,0.0,0.0172,0.0016,0.0,0.0,0.0,0.9828,0.0,0.0,0.0172,0.0016,0.0,0.0,0.0,0.9844,0.0,0.0,0.0156,0.0016,0.0,0.0,0.0,0.9828,0.0,0.0,0.0172,0.0016,0.0,0.0,0.0,,,,,,,,,5455 SOUTH TEMPE STREET AURORA,80015,5455 SOUTH TEMPE STREET,False,AURORA,CHERRY CREEK 5,0130,Denver Metro,5th Grade,Preschool,7208863300,0242,ANTELOPE RIDGE ELEMENTARY SCHOOL,CO,80015
PUBLIC,Elementary,ACADEMY 20,ANTELOPE TRAILS ELEMENTARY SCHOOL,"15280 JESSIE DRIVE COLORADO SPRINGS, CO 80921",0.0,366.0,0.9197,0.0497,0.029,0.0,0.0,0.9262,0.0055,0.0,0.041,0.0273,0.0,0.0,0.0,0.9262,0.0,0.0,0.0492,0.0246,0.0,0.0,0.0,0.9208,0.0,0.0,0.0492,0.0246,0.0,0.0,0.0,0.9126,0.0,0.0,0.0464,0.0383,0.0,0.0,0.0,0.9126,0.0027,0.0,0.0546,0.0301,0.0,0.0,0.0,,,,,,,,,15280 JESSIE DRIVE COLORADO SPRINGS,80921,15280 JESSIE DRIVE,False,COLORADO SPRINGS,ACADEMY 20,1040,Urban-Suburban,5th Grade,Preschool,7192344100,0249,ANTELOPE TRAILS ELEMENTARY SCHOOL,CO,80921
PUBLIC,K-12,ST VRAIN VALLEY RE 1J,APEX HOME SCHOOL ENRICHMENT PROGRAM,"7845 LOOKOUT ROAD NIWOT, CO 80503",326.0,794.0,0.5361,0.2535,0.0,0.1006,0.1087,0.5642,0.0013,0.0252,0.2217,0.0,0.0,0.0756,0.1121,0.5768,0.0013,0.0277,0.2229,0.0,0.0,0.0617,0.1121,0.5403,0.0013,0.0252,0.2217,0.0,0.0,0.0907,0.1121,0.5592,0.0013,0.0252,0.2229,0.0,0.0,0.0793,0.1121,0.5088,0.0013,0.0252,0.2317,0.0,0.0,0.1209,0.1121,0.3681,0.0,0.0215,0.2607,0.0,0.0,0.2822,0.0675,7845 LOOKOUT ROAD NIWOT,80503,7845 LOOKOUT ROAD,False,NIWOT,ST VRAIN VALLEY RE 1J,0470,Denver Metro,12th Grade,Kindergarten,3039442050,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM,CO,80503
PUBLIC,Elementary,MESA COUNTY VALLEY 51,APPLETON ELEMENTARY SCHOOL,"2358 H ROAD GRAND JUNCTION, CO 81505",0.0,390.0,0.9477,0.0472,0.0,0.0051,0.0,0.9538,0.0,0.0077,0.0359,0.0,0.0,0.0026,0.0,0.9436,0.0,0.0077,0.0385,0.0,0.0,0.0103,0.0,0.9462,0.0,0.0077,0.0436,0.0,0.0,0.0026,0.0,0.9487,0.0,0.0077,0.0385,0.0,0.0,0.0051,0.0,0.9462,0.0,0.0077,0.041,0.0,0.0,0.0051,0.0,,,,,,,,,2358 H ROAD GRAND JUNCTION,81505,2358 H ROAD,False,GRAND JUNCTION,MESA COUNTY VALLEY 51,2000,Urban-Suburban,5th Grade,Preschool,9702546400,0262,APPLETON ELEMENTARY SCHOOL,CO,81505
PUBLIC,Elementary,FOUNTAIN 8,ARAGON ELEMENTARY SCHOOL,"211 SOUTH MAIN STREET FOUNTAIN, CO 80817",0.0,463.0,0.841,0.0747,0.0,0.0445,0.0397,0.8359,0.0,0.0,0.0864,0.0,0.0,0.0389,0.0389,0.8488,0.0,0.0,0.0734,0.0,0.0,0.041,0.0367,0.8423,0.0,0.0,0.0734,0.0,0.0,0.0475,0.0367,0.8402,0.0,0.0,0.0691,0.0,0.0,0.0497,0.041,0.838,0.0,0.0,0.0713,0.0,0.0,0.0454,0.0454,,,,,,,,,211 SOUTH MAIN STREET FOUNTAIN,80817,211 SOUTH MAIN STREET,False,FOUNTAIN,FOUNTAIN 8,1000,Urban-Suburban,5th Grade,Kindergarten,7193821340,3102,ARAGON ELEMENTARY SCHOOL,CO,80817
PUBLIC,High,LITTLETON 6,ARAPAHOE HIGH SCHOOL,"2201 EAST DRY CREEK ROAD CENTENNIAL, CO 80122",2257.0,2257.0,0.9405,0.0084,0.0001,0.0399,0.0111,0.9437,0.0009,0.0004,0.008,0.0,0.0,0.0359,0.0111,0.9681,0.0004,0.0004,0.0071,0.0,0.0,0.0128,0.0111,0.9606,0.0004,0.0004,0.0075,0.0004,0.0,0.0195,0.0111,0.9561,0.0018,0.0004,0.0066,0.0,0.0,0.0239,0.0111,0.8888,0.0053,0.0004,0.0058,0.0,0.0,0.0886,0.0111,0.9256,0.0013,0.0004,0.0027,0.0,0.0,0.0589,0.0111,2201 EAST DRY CREEK ROAD CENTENNIAL,80122,2201 EAST DRY CREEK ROAD,False,CENTENNIAL,LITTLETON 6,0140,Denver Metro,12th Grade,9th Grade,3033476000,0298,ARAPAHOE HIGH SCHOOL,CO,80122
PUBLIC,Elementary,ADAMS 12 FIVE STAR SCHOOLS,ARAPAHOE RIDGE ELEMENTARY SCHOOL,"13095 PECOS STREET WESTMINSTER, CO 80030",0.0,623.0,0.9583,0.0286,0.0,0.0132,0.0,0.9535,0.0016,0.0032,0.0257,0.0,0.0,0.0161,0.0,0.9631,0.0032,0.0032,0.0193,0.0,0.0,0.0112,0.0,0.9567,0.0016,0.0032,0.0193,0.0,0.0,0.0193,0.0,0.9583,0.0016,0.0032,0.0273,0.0,0.0,0.0096,0.0,0.9599,0.0016,0.0032,0.0257,0.0,0.0,0.0096,0.0,,,,,,,,,13095 PECOS STREET WESTMINSTER,80030,13095 PECOS STREET,False,WESTMINSTER,ADAMS 12 FIVE STAR SCHOOLS,0020,Denver Metro,5th Grade,Preschool,7209725740,0301,ARAPAHOE RIDGE ELEMENTARY SCHOOL,CO,80030
PUBLIC,High,BOULDER VALLEY RE 2,ARAPAHOE RIDGE HIGH SCHOOL,"6600 ARAPAHOE AVENUE BOULDER, CO 80303",84.0,84.0,0.5972,0.0714,0.0139,0.1409,0.0099,0.6548,0.0,0.0,0.0952,0.0357,0.0,0.2024,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7024,0.0,0.0,0.0833,0.0238,0.0,0.1786,0.0119,0.7619,0.0,0.0,0.0833,0.0119,0.0,0.131,0.0119,0.6429,0.0,0.0,0.0833,0.0119,0.0,0.25,0.0119,0.8214,0.0,0.0,0.0833,0.0,0.0,0.0833,0.0119,6600 ARAPAHOE AVENUE BOULDER,80303,6600 ARAPAHOE AVENUE,False,BOULDER,BOULDER VALLEY RE 2,0480,Denver Metro,12th Grade,9th Grade,7205615220,0125,ARAPAHOE RIDGE HIGH SCHOOL,CO,80303
PUBLIC,Elementary,ARICKAREER-2,ARICKAREE ELEMENTARY SCHOOL,"12155 COUNTY ROAD NN ANTON, CO 80801",0.0,35.0,0.9543,0.0286,0.0,0.0171,0.0,0.9714,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.9714,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.9714,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.9429,0.0,0.0,0.0286,0.0,0.0,0.0286,0.0,0.9143,0.0,0.0,0.0286,0.0,0.0,0.0571,0.0,,,,,,,,,12155 COUNTY ROAD NN ANTON,80801,12155 COUNTY ROAD NN,False,ANTON,ARICKAREE R-2,3040,Remote,5th Grade,Preschool,9703832202,0304,ARICKAREE ELEMENTARY SCHOOL,CO,80801
PUBLIC,Middle/High,ARICKAREER-2,ARICKAREE UNDIVIDED HIGH SCHOOL,"12155 COUNTY ROAD NN ANTON, CO 80801",58.0,58.0,0.908,0.0805,0.0,0.0115,0.0,0.9138,0.0,0.0,0.0862,0.0,0.0,0.0,0.0,0.931,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.931,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.931,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.8448,0.0,0.0,0.1207,0.0,0.0,0.0345,0.0,0.8966,0.0,0.0,0.069,0.0,0.0,0.0345,0.0,12155 COUNTY ROAD NN ANTON,80801,12155 COUNTY ROAD NN,False,ANTON,ARICKAREE R-2,3040,Remote,12th Grade,6th Grade,9703832202,0308,ARICKAREE UNDIVIDED HIGH SCHOOL,CO,80801
PUBLIC,Elementary,ADAMS-ARAPAHOE 28J,ARKANSAS ELEMENTARY SCHOOL,"17301 East Arkansas Avenue, Aurora CO 80017",0.0,449.0,0.9702,0.0111,0.0022,0.0165,0.0,0.9755,0.0,0.0045,0.0067,0.0,0.0,0.0134,0.0,0.9621,0.0,0.0045,0.0067,0.0045,0.0,0.0223,0.0,0.9621,0.0,0.0045,0.0067,0.0067,0.0,0.02,0.0,0.9822,0.0,0.0045,0.0067,0.0,0.0,0.0067,0.0,0.9688,0.0,0.0045,0.0067,0.0,0.0,0.02,0.0,,,,,,,,,,80017,17301 EAST ARKANSAS AVE,False,AURORA,ADAMS-ARAPAHOE 28J,0180,Denver Metro,5th Grade,Preschool,3037550323,0310,ARKANSAS ELEMENTARY SCHOOL,CO,80017
PUBLIC,Elementary,CHERRY CREEK 5,ARROWHEAD ELEMENTARY SCHOOL,"19100 EAST BATES AVENUE AURORA, CO 80013",0.0,562.0,0.9808,0.0085,0.0028,0.0043,0.0018,0.9858,0.0,0.0,0.0053,0.0018,0.0018,0.0036,0.0018,0.9822,0.0,0.0,0.0071,0.0018,0.0018,0.0053,0.0018,0.9822,0.0,0.0,0.0071,0.0036,0.0018,0.0036,0.0018,0.9786,0.0018,0.0,0.0107,0.0018,0.0018,0.0036,0.0018,0.9751,0.0,0.0,0.0107,0.0053,0.0018,0.0053,0.0018,,,,,,,,,19100 EAST BATES AVENUE AURORA,80013,19100 EAST BATES AVENUE,False,AURORA,CHERRY CREEK 5,0130,Denver Metro,5th Grade,Preschool,7208862800,0348,ARROWHEAD ELEMENTARY SCHOOL,CO,80013
PUBLIC,Elementary,DOUGLAS COUNTY RE 1,ARROWWOOD ELEMENTARY SCHOOL,"10345 ARROWWOOD DRIVE HIGHLANDS RANCH, CO 80130",50.0,352.0,0.9033,0.0017,0.0,0.095,0.0,0.9233,0.0,0.0,0.0,0.0,0.0,0.0767,0.0,0.9006,0.0,0.0,0.0,0.0,0.0,0.0994,0.0,0.8864,0.0,0.0,0.0,0.0,0.0,0.1136,0.0,0.9347,0.0028,0.0,0.0,0.0,0.0,0.0625,0.0,0.892,0.0057,0.0,0.0,0.0,0.0,0.1023,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.24,0.0,10345 ARROWWOOD DRIVE HIGHLANDS RANCH,80130,10345 ARROWWOOD DRIVE,False,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,0900,Denver Metro,6th Grade,Preschool,3033876875,0354,ARROWWOOD ELEMENTARY SCHOOL,CO,80130
PUBLIC,High,JEFFERSON COUNTY R-1,ARVADA HIGH SCHOOL,"7951 WEST 65TH AVENUE ARVADA, CO 80004",811.0,811.0,0.9552,0.0187,0.0004,0.0134,0.0,0.9593,0.0037,0.0,0.016,0.0012,0.0123,0.0074,0.0,0.9593,0.0025,0.0,0.0111,0.0,0.0123,0.0148,0.0,0.9618,0.0037,0.0,0.0148,0.0012,0.0123,0.0062,0.0,0.9642,0.0025,0.0,0.0123,0.0,0.0123,0.0086,0.0,0.9211,0.0012,0.0012,0.0321,0.0,0.0123,0.0321,0.0,0.9655,0.0037,0.0012,0.0062,0.0,0.0123,0.0111,0.0,7951 WEST 65TH AVENUE ARVADA,80004,7951 WEST 65TH AVENUE,False,ARVADA,JEFFERSON COUNTY R-1,1420,Denver Metro,12th Grade,9th Grade,3039820162,0370,ARVADA HIGH SCHOOL,CO,80004
PUBLIC,Elem/Middle,JEFFERSON COUNTY R-1,ARVADA K-8,"5751 BALSAM STREET ARVADA, CO 80002",317.0,613.0,0.9486,0.0021,0.0018,0.0157,0.0266,0.956,0.0,0.0,0.0033,0.0016,0.0049,0.0098,0.0245,0.9543,0.0,0.0,0.0016,0.0016,0.0049,0.0131,0.0245,0.9527,0.0,0.0,0.0016,0.0016,0.0049,0.0147,0.0245,0.9527,0.0,0.0,0.0016,0.0016,0.0049,0.0147,0.0245,0.9511,0.0,0.0,0.0033,0.0016,0.0049,0.0147,0.0245,0.9022,0.0,0.0,0.0,0.0032,0.0095,0.0379,0.0473,5751 BALSAM STREET ARVADA,80002,5751 BALSAM STREET,False,ARVADA,JEFFERSON COUNTY R-1,1420,Denver Metro,8th Grade,Kindergarten,3039821240,0109,ARVADA K-8,CO,80002
PUBLIC,High,JEFFERSON COUNTY R-1,ARVADA WEST HIGH SCHOOL,"11595 ALLENDALE DRIVE ARVADA, CO 80004",1750.0,1750.0,0.9357,0.015,0.0001,0.049,0.0,0.9491,0.0011,0.0,0.0069,0.0006,0.0,0.0423,0.0,0.9646,0.0011,0.0,0.0034,0.0,0.0,0.0309,0.0,0.9577,0.0011,0.0,0.0046,0.0,0.0,0.0366,0.0,0.9566,0.0011,0.0,0.0057,0.0,0.0,0.0366,0.0,0.8543,0.0463,0.0,0.0086,0.0,0.0,0.0891,0.0,0.932,0.0017,0.0,0.008,0.0,0.0,0.0583,0.0,11595 ALLENDALE DRIVE ARVADA,80004,11595 ALLENDALE DRIVE,False,ARVADA,JEFFERSON COUNTY R-1,1420,Denver Metro,12th Grade,9th Grade,3039821303,0378,ARVADA WEST HIGH SCHOOL,CO,80004
PUBLIC,Elementary,DENVER COUNTY 1,ASBURY ELEMENTARY SCHOOL,"1320 EAST ASBURY AVENUE DENVER, CO 80210",0.0,358.0,0.9464,0.0134,0.0034,0.0101,0.0235,0.9385,0.0028,0.0,0.0168,0.0028,0.0028,0.014,0.0196,0.9609,0.0,0.0,0.0084,0.0028,0.0028,0.0028,0.0223,0.9413,0.0,0.0,0.0084,0.0084,0.0028,0.0168,0.0223,0.9525,0.0,0.0,0.014,0.0028,0.0028,0.0084,0.0196,0.9385,0.0,0.0,0.0168,0.0,0.0028,0.0084,0.0335,,,,,,,,,1320 EAST ASBURY AVENUE DENVER,80210,1320 EAST ASBURY AVENUE,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,5th Grade,Kindergarten,7204249750,0388,ASBURY ELEMENTARY SCHOOL,CO,80210
PUBLIC,Elementary,DENVER COUNTY 1,ASHLEY ELEMENTARY SCHOOL,"1914 SYRACUSE STREET DENVER, CO 80220",0.0,353.0,0.9813,0.004,0.0011,0.0125,0.0,0.9745,0.0028,0.0028,0.0,0.0,0.0,0.0198,0.0,0.983,0.0,0.0028,0.0,0.0028,0.0,0.0113,0.0,0.983,0.0,0.0028,0.0,0.0028,0.0,0.0113,0.0,0.983,0.0,0.0028,0.0,0.0,0.0028,0.0113,0.0,0.983,0.0028,0.0028,0.0,0.0,0.0028,0.0085,0.0,,,,,,,,,1914 SYRACUSE STREET DENVER,80220,1914 SYRACUSE STREET,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,5th Grade,Preschool,7204249748,0418,ASHLEY ELEMENTARY SCHOOL,CO,80220
PUBLIC,Elem/Middle,ASPEN 1,ASPEN COMMUNITY CHARTER SCHOOL,"1199 WOODY CREEK ROAD WOODY CREEK, CO 81656",43.0,135.0,0.8315,0.1588,0.0,0.0097,0.0,0.8,0.0,0.0074,0.1852,0.0,0.0,0.0074,0.0,0.8667,0.0,0.0074,0.1185,0.0,0.0,0.0074,0.0,0.8222,0.0,0.0074,0.163,0.0,0.0,0.0074,0.0,0.8519,0.0,0.0074,0.1333,0.0,0.0,0.0074,0.0,0.8,0.0,0.0074,0.1778,0.0,0.0,0.0148,0.0,0.8837,0.0,0.0,0.093,0.0,0.0,0.0233,0.0,1199 WOODY CREEK ROAD WOODY CREEK,81656,1199 WOODY CREEK ROAD,True,WOODY CREEK,ASPEN 1,2640,Outlying Town,8th Grade,Preschool,9709234080,0042,ASPEN COMMUNITY CHARTER SCHOOL,CO,81656
PUBLIC,Elem/Middle,BOULDER VALLEY RE 2,ASPEN CREEK K-8 SCHOOL,"5500 ASPEN CREEK DRIVE BROOMFIELD, CO 80020",430.0,907.0,0.8532,0.0385,0.0,0.1082,0.0,0.8853,0.0,0.0044,0.0353,0.0,0.0,0.075,0.0,0.8897,0.0,0.0044,0.0331,0.0,0.0,0.0717,0.0,0.8666,0.0011,0.0044,0.0364,0.0,0.0,0.0915,0.0,0.8589,0.0011,0.0044,0.0375,0.0,0.0,0.0981,0.0,0.8434,0.0011,0.0044,0.0408,0.0,0.0,0.1103,0.0,0.6884,0.0,0.0023,0.0023,0.0,0.0,0.307,0.0,5500 ASPEN CREEK DRIVE BROOMFIELD,80020,5500 ASPEN CREEK DRIVE,False,BROOMFIELD,BOULDER VALLEY RE 2,0480,Denver Metro,8th Grade,Preschool,7205618000,0441,ASPEN CREEK K-8 SCHOOL,CO,80020
PUBLIC,Elementary,CHERRY CREEK 5,ASPEN CROSSING ELEMENTARY SCHOOL,"4655 S HIMALAYA STREET CENTENNIAL, CO 80015",0.0,546.0,0.9799,0.0136,0.0029,0.0,0.0037,0.9835,0.0,0.0,0.0128,0.0,0.0,0.0,0.0037,0.9799,0.0,0.0,0.0128,0.0037,0.0,0.0,0.0037,0.978,0.0,0.0,0.0147,0.0037,0.0,0.0,0.0037,0.978,0.0018,0.0,0.0128,0.0037,0.0,0.0,0.0037,0.9799,0.0018,0.0,0.011,0.0037,0.0,0.0,0.0037,,,,,,,,,4655 S HIMALAYA STREET CENTENNIAL,80015,4655 S HIMALAYA STREET,False,CENTENNIAL,CHERRY CREEK 5,0130,Denver Metro,5th Grade,Preschool,7208863700,0442,ASPEN CROSSING ELEMENTARY SCHOOL,CO,80015
PUBLIC,Elementary,ASPEN 1,ASPEN ELEMENTARY SCHOOL,"235 HIGH SCHOOL ROAD ASPEN, CO 81611",0.0,528.0,0.9379,0.0636,0.0,0.0,0.0,0.9205,0.0,0.0038,0.0758,0.0,0.0,0.0,0.0,0.9508,0.0019,0.0038,0.0436,0.0,0.0,0.0,0.0,0.9432,0.0019,0.0038,0.0511,0.0,0.0,0.0,0.0,0.9451,0.0019,0.0057,0.0549,0.0,0.0,0.0,0.0,0.9299,0.0019,0.0057,0.0625,0.0,0.0,0.0,0.0,,,,,,,,,235 HIGH SCHOOL ROAD ASPEN,81611,235 HIGH SCHOOL ROAD,False,ASPEN,ASPEN 1,2640,Outlying Town,4th Grade,Preschool,9709253760,0428,ASPEN ELEMENTARY SCHOOL,CO,81611
PUBLIC,High,ASPEN 1,ASPEN HIGH SCHOOL,"235 HIGH SCHOOL ROAD ASPEN, CO 81611",573.0,573.0,0.9404,0.0596,0.0,0.0,0.0,0.9319,0.0,0.0017,0.0663,0.0,0.0,0.0,0.0,0.9511,0.0,0.0017,0.0471,0.0,0.0,0.0,0.0,0.9511,0.0,0.0,0.0489,0.0,0.0,0.0,0.0,0.9476,0.0,0.0,0.0524,0.0,0.0,0.0,0.0,0.9215,0.0,0.0,0.0785,0.0,0.0,0.0,0.0,0.9389,0.0017,0.0017,0.0576,0.0,0.0,0.0,0.0,235 HIGH SCHOOL ROAD ASPEN,81611,235 HIGH SCHOOL ROAD,False,ASPEN,ASPEN 1,2640,Outlying Town,12th Grade,9th Grade,9709253760,0432,ASPEN HIGH SCHOOL,CO,81611
PUBLIC,Middle,ASPEN 1,ASPEN MIDDLE SCHOOL,"235 HIGH SCHOOL ROAD ASPEN, CO 81611",350.0,459.0,0.9444,0.0556,0.0,0.0,0.0,0.9499,0.0,0.0022,0.0479,0.0,0.0,0.0,0.0,0.9499,0.0,0.0022,0.0479,0.0,0.0,0.0,0.0,0.9477,0.0,0.0,0.0523,0.0,0.0,0.0,0.0,0.9434,0.0022,0.0022,0.0523,0.0,0.0,0.0,0.0,0.9346,0.0022,0.0,0.0632,0.0,0.0,0.0,0.0,0.94,0.0029,0.0,0.0571,0.0,0.0,0.0,0.0,235 HIGH SCHOOL ROAD ASPEN,81611,235 HIGH SCHOOL ROAD,False,ASPEN,ASPEN 1,2640,Outlying Town,8th Grade,5th Grade,9709253760,0430,ASPEN MIDDLE SCHOOL,CO,81611
